Transaction_Text,Label
Floating rate reset higher EMI | Ref:3ea32c66 | Amount: INR 4645.89,EMI
Repo linked loan EMI revision | Ref:c8cc37a9 | Amount: INR 19437.78,EMI
MCLR linked EMI change | Ref:c9ab0dc5 | Amount: INR 41014.91,EMI
Base rate legacy EMI | Ref:da6ecde4 | Amount: INR 47147.13,EMI
BPLR legacy EMI | Ref:ee4e9351 | Amount: INR 60903.55,EMI
Teaser rate EMI step-up | Ref:3edbcfcc | Amount: INR 6725.78,EMI
Balloon EMI final year | Ref:da0bbebb | Amount: INR 18070.95,EMI
Bullet repayment structured EMI | Ref:efc0cff0 | Amount: INR 27374.12,EMI
Hybrid ARM EMI phase 2 | Ref:dd9afba8 | Amount: INR 36232.81,EMI
Zerodha equity buy order | Ref:6faec00d | Amount: INR 8519.47,Investment
Groww mutual fund SIP | Ref:47fabe30 | Amount: INR 90563.14,Investment
Upstox F&O margin top-up | Ref:beca3f99 | Amount: INR 66433.42,Investment
Angel One brokerage charges | Ref:afd58e95 | Amount: INR 11845.31,Investment
5paisa discount broker debit | Ref:a046ceeb | Amount: INR 48809.86,Investment
Paytm Money MF purchase | Ref:03f6db8a | Amount: INR 90448.78,Investment
ET Money SIP debit | Ref:fcabf11d | Amount: INR 11795.82,Investment
Kuvera direct plan SIP | Ref:d5d7ede2 | Amount: INR 85447.63,Investment
INDmoney advisory fee | Ref:c18dfe2b | Amount: INR 7882.08,Investment
Smallcase rebalance debit | Ref:fd1c0ce6 | Amount: INR 86246.07,Investment
TickerTape premium subscription | Ref:83badb4d | Amount: INR 11385.22,Investment
Sensibull options toolkit | Ref:becc0f79 | Amount: INR 20386.94,Investment
Streak algo trading fee | Ref:1efde0d6 | Amount: INR 98466.33,Investment
TradingView India plan | Ref:f30fc8dd | Amount: INR 9837.37,Investment
NSE co-location not retail joke | Ref:ebfeb2ce | Amount: INR 49276.21,Investment
BSE star MF purchase | Ref:0cdfd7ec | Amount: INR 49389.63,Investment
CAMS KFin fee | Ref:ab771bc6 | Amount: INR 42221.91,Investment
MFU CAN purchase | Ref:630bcb49 | Amount: INR 22165.08,Investment
Nippon India MF SIP | Ref:b5ffba6e | Amount: INR 29109.38,Investment
SBI MF regular SIP | Ref:51dcb3ac | Amount: INR 6480.83,Investment
HDFC MF direct SIP | Ref:33ac69eb | Amount: INR 74036.96,Investment
ICICI Prudential MF SIP | Ref:4e8ce7b5 | Amount: INR 51933.9,Investment
Axis MF SIP | Ref:e7f88bd6 | Amount: INR 47940.56,Investment
Kotak MF SIP | Ref:a26d5eea | Amount: INR 7189.31,Investment
Franklin Templeton MF SIP | Ref:a1a7fcd0 | Amount: INR 33972.27,Investment
DSP MF SIP | Ref:ceedd3a0 | Amount: INR 9407.28,Investment
Mirae Asset MF SIP | Ref:cc3d4ddb | Amount: INR 62404.97,Investment
Parag Parikh Flexi Cap SIP | Ref:00dceaaf | Amount: INR 59705.68,Investment
Quant MF lumpsum | Ref:699cf4ad | Amount: INR 13244.94,Investment
Edelweiss MF SIP | Ref:91e8ee9e | Amount: INR 32071.58,Investment
ITI MF SIP | Ref:8a2d1ddf | Amount: INR 84232.77,Investment
LIC MF SIP | Ref:4af3bf54 | Amount: INR 95492.32,Investment
Tata MF SIP | Ref:a4dbdefa | Amount: INR 2020.05,Investment
UTI MF SIP | Ref:2b1dfec8 | Amount: INR 75648.59,Investment
Aditya Birla Sun Life SIP | Ref:00764b43 | Amount: INR 37177.67,Investment
HSBC MF SIP | Ref:bba8d38d | Amount: INR 55530.17,Investment
PGIM India MF SIP | Ref:5609cbb5 | Amount: INR 79275.46,Investment
Baroda BNP Paribas SIP | Ref:cbdefa90 | Amount: INR 96411.1,Investment
Bank of India MF SIP | Ref:8ff4da73 | Amount: INR 72503.16,Investment
Canara Robeco SIP | Ref:4ae585aa | Amount: INR 19125.41,Investment
Invesco India MF SIP | Ref:92e90ca8 | Amount: INR 11336.09,Investment
Motilal Oswal Midcap SIP | Ref:eb4cece9 | Amount: INR 19696.26,Investment
Navi MF SIP | Ref:efc9e7ec | Amount: INR 17910.05,Investment
Groww gold lease not | Ref:1aa2aceb | Amount: INR 85061.34,Investment
Augmont digital gold buy | Ref:df82b9cf | Amount: INR 27640.77,Investment
SafeGold purchase | Ref:8c1ab2bb | Amount: INR 71982.49,Investment
MMTC-PAMP gold coin | Ref:a16bc82a | Amount: INR 37457.75,Investment
Jewelery gold ETF not | Ref:e19d14fe | Amount: INR 85004.16,Investment
Sovereign Gold Bond purchase | Ref:8bb3e0a1 | Amount: INR 59377.63,Investment
RBI Retail Direct G-Sec buy | Ref:99aaa790 | Amount: INR 87004.85,Investment
NSC purchase post office | Ref:a9da05b8 | Amount: INR 45631.11,Investment
Kisan Vikas Patra deposit | Ref:027b79d7 | Amount: INR 14201.67,Investment
PPF annual contribution | Ref:5f7a96db | Amount: INR 21697.1,Investment
Sukanya Samriddhi deposit | Ref:2c161e95 | Amount: INR 89377.95,Investment
Senior Citizens Savings Scheme | Ref:1cbdb3ec | Amount: INR 69019.1,Investment
Post office MIS deposit | Ref:e21c9f9c | Amount: INR 77052.43,Investment
Corporate bond purchase retail | Ref:483ec2c0 | Amount: INR 5193.36,Investment
Edelweiss NCD subscription | Ref:fd54cd7d | Amount: INR 38688.26,Investment
Shriram Finance NCD | Ref:f6199ad0 | Amount: INR 18216.91,Investment
Muthoottu NCD | Ref:c4ec42a1 | Amount: INR 45015.93,Investment
JM Financial NCD | Ref:bedf4fda | Amount: INR 65987.15,Investment
IndiaBonds platform fee | Ref:c96af744 | Amount: INR 26131.49,Investment
GoldenPi charges | Ref:31c3de08 | Amount: INR 33920.5,Investment
TheFixedIncome platform fee | Ref:cddd54d0 | Amount: INR 82120.41,Investment
Wint Wealth charges | Ref:b8b2d1f9 | Amount: INR 27280.37,Investment
Grip invest fractional lease | Ref:5d74329d | Amount: INR 27117.29,Investment
Jiraaf invoice discounting | Ref:d3d7818c | Amount: INR 23637.27,Investment
TradeCred supply chain invest | Ref:ab480198 | Amount: INR 39799.55,Investment
Liquiloans P2P lending debit | Ref:d5c4cff0 | Amount: INR 27356.94,Investment
Faircent P2P lend | Ref:9ab6dafd | Amount: INR 35839.08,Investment
LenDenClub investment | Ref:ebeaf45e | Amount: INR 73542.64,Investment
i2iFunding bid | Ref:6dcac165 | Amount: INR 17878.44,Investment
PropShare fractional realty | Ref:eb7d52f9 | Amount: INR 87657.47,Investment
Strata prop-tech invest | Ref:1dfadde8 | Amount: INR 60942.19,Investment
hBits commercial fractional | Ref:3ad5496d | Amount: INR 72427.08,Investment
RealX tokenized deposit fee | Ref:f7f0eee8 | Amount: INR 58240.7,Investment
CoinDCX crypto buy | Ref:0eac70b2 | Amount: INR 45799.77,Investment
WazirX crypto buy legacy | Ref:f3c155f5 | Amount: INR 63383.86,Investment
ZebPay crypto buy | Ref:aa58cb99 | Amount: INR 35651.52,Investment
Unocoin BTC buy | Ref:d6c58ab4 | Amount: INR 10138.82,Investment
Bitbns order fee | Ref:80bd9a9d | Amount: INR 38032.23,Investment
Vauld not | Ref:9fbdde4b | Amount: INR 25527.89,Investment
Binance P2P INR transfer fee | Ref:e0e92de1 | Amount: INR 7243.92,Investment
US stocks INDmoney deposit | Ref:bd5256bd | Amount: INR 3919.88,Investment
Vested US stocks transfer | Ref:e5a7a2b9 | Amount: INR 71810.44,Investment
Winvesta USD funding | Ref:017a2aa2 | Amount: INR 93356.23,Investment
Stockal US stocks | Ref:88fff85a | Amount: INR 88178.73,Investment
DriveWealth IBKR funding | Ref:7e6a23fa | Amount: INR 6074.9,Investment
Angel One US stocks beta | Ref:139f8b2e | Amount: INR 34200.77,Investment
NSE IPO application UPI block | Ref:4a9ca2f1 | Amount: INR 56146.18,Investment
BSE SME IPO application | Ref:21ffc462 | Amount: INR 68972.43,Investment
Mainboard IPO mandate | Ref:bbeabaef | Amount: INR 77909.27,Investment
Rights issue application debit | Ref:7ab5a356 | Amount: INR 45017.55,Investment
Buyback tender fee | Ref:dbfe6e5d | Amount: INR 77756.93,Investment
OFS order placement | Ref:e40befd5 | Amount: INR 83413.75,Investment
NCD subscription broker | Ref:0eacad6a | Amount: INR 70848.25,Investment
FPO application debit | Ref:39f6180b | Amount: INR 62355.61,Investment
QIP not retail | Ref:fb75c6f9 | Amount: INR 10596.23,Investment
ESOP exercise cashless fee | Ref:a3a9de8f | Amount: INR 51610.71,Investment
ESOP exercise cashful debit | Ref:cbfb58d3 | Amount: INR 62627.71,Investment
RSU vesting tax debit | Ref:fbcc65f5 | Amount: INR 1869.25,Investment
Employee stock purchase plan | Ref:6d1bea67 | Amount: INR 85872.6,Investment
Company NPS contribution employee | Ref:4dae8b6f | Amount: INR 52615.19,Investment
NPS Tier-II contribution | Ref:72bc0fd3 | Amount: INR 34749.68,Investment
NPS Tier-I additional contrib | Ref:febc324f | Amount: INR 33910.69,Investment
Atal Pension Yojana debit | Ref:3df8165e | Amount: INR 45939.06,Investment
EPF voluntary contribution | Ref:3dd960f5 | Amount: INR 52229.75,Investment
VPF extra provident fund | Ref:84cebeb2 | Amount: INR 35625.88,Investment
Superannuation fund debit | Ref:fe49d1a2 | Amount: INR 60927.88,Investment
Gratuity fund not | Ref:586b8fd0 | Amount: INR 24778.7,Investment
ULIP premium ICICI Prudential | Ref:ab3e41ea | Amount: INR 8385.87,Investment
ULIP premium HDFC Life | Ref:a7e4604e | Amount: INR 48923.81,Investment
ULIP premium Max Life | Ref:4036be70 | Amount: INR 70705.64,Investment
ULIP premium Bajaj Allianz | Ref:9f311a4b | Amount: INR 92069.16,Investment
Term insurance renewal SBI Life | Ref:3ed60a31 | Amount: INR 55861.38,Investment
Health insurance renewal Star Health | Ref:fece744b | Amount: INR 92288.1,Investment
Motor insurance renewal digit | Ref:eadafdfa | Amount: INR 51722.07,Investment
Travel insurance for visa | Ref:47f6c79a | Amount: INR 67842.26,Investment
Home insurance bundle | Ref:ade0eddf | Amount: INR 10214.2,Investment
Cyber insurance personal | Ref:bba44dd0 | Amount: INR 35923.42,Investment
Gold ETF purchase NSE | Ref:2ddeb4bc | Amount: INR 92523.32,Investment
Silver ETF purchase | Ref:bede2c29 | Amount: INR 30236.74,Investment
REIT units purchase Embassy | Ref:0dbf6d90 | Amount: INR 72633.16,Investment
REIT units Mindspace | Ref:9cf792fe | Amount: INR 3608.67,Investment
InvIT units purchase IndInfravit | Ref:98e0cb44 | Amount: INR 76744.12,Investment
InvIT IRB InvIT toll | Ref:ea7efafc | Amount: INR 54252.47,Investment
Portfolio management service fee | Ref:ad19a45c | Amount: INR 66574.42,Investment
AIF category I commitment | Ref:ec2f52ad | Amount: INR 53755.03,Investment
AIF category II drawdown | Ref:a5e4d04a | Amount: INR 58739.4,Investment
Angel syndicate SPV contribution | Ref:92d75f06 | Amount: INR 17753.62,Investment
Venture fund LP commitment INR | Ref:c19c9731 | Amount: INR 22803.87,Investment
Pre-IPO unlisted shares deal | Ref:01ef9b1c | Amount: INR 28880.6,Investment
Unlistedkart brokerage | Ref:8b0a01ff | Amount: INR 23021.31,Investment
TYKE invest platform fee | Ref:194b3800 | Amount: INR 643.0,Investment
Altius invest charges | Ref:3fceb076 | Amount: INR 9470.98,Investment
BondsIndia brokerage | Ref:c50194c4 | Amount: INR 80537.66,Investment
Yubi invest fee | Ref:fd65e8bb | Amount: INR 29821.09,Investment
Jiraaf processing fee | Ref:3ffdfa0f | Amount: INR 42836.31,Investment
Grip invest processing fee | Ref:382e647d | Amount: INR 61001.96,Investment
Smallcase subscription annual | Ref:faf83ec5 | Amount: INR 72314.4,Investment
TickerTape pro plus | Ref:d6f14262 | Amount: INR 212.4,Investment
Sensibull pro plan | Ref:27ccfdfa | Amount: INR 66340.06,Investment
TradingQ&A courses fee | Ref:98ffee1a | Amount: INR 40996.68,Investment
Varsity certificate fee joke | Ref:dded0bda | Amount: INR 83480.73,Investment
NISM certification exam fee | Ref:c7dfc8d4 | Amount: INR 85452.35,Investment
CFA USD exam INR conversion | Ref:3a4cf31a | Amount: INR 14196.59,Investment
FRM exam fee INR | Ref:5ee18dde | Amount: INR 61199.95,Investment
CA course fee debit | Ref:1edfcfdc | Amount: INR 21709.59,Investment
CS executive fee | Ref:fae5a732 | Amount: INR 48327.36,Investment
CMA foundation fee | Ref:e63c3bd3 | Amount: INR 52783.26,Investment
MBA application fee IIM | Ref:e4db8dc5 | Amount: INR 10401.42,Investment
GRE exam fee INR | Ref:d7bbfda1 | Amount: INR 39402.96,Investment
TOEFL fee INR | Ref:c253dd71 | Amount: INR 7284.22,Investment
IELTS fee INR | Ref:eb44e9c4 | Amount: INR 41356.81,Investment
Duolingo English test fee | Ref:bfdf23b7 | Amount: INR 88189.67,Investment
Coursera subscription INR | Ref:25b8435e | Amount: INR 25065.8,Investment
Udemy course bulk purchase | Ref:ecaf70bb | Amount: INR 43812.46,Investment
LinkedIn Learning INR | Ref:8dc87fed | Amount: INR 48494.84,Investment
Scaler academy EMI education | Ref:c25b628c | Amount: INR 55664.13,Investment
Newton School ISA not | Ref:073b8a91 | Amount: INR 77066.74,Investment
UpGrad course fee | Ref:6b0716e6 | Amount: INR 835.28,Investment
Great Learning program fee | Ref:03a2b4ce | Amount: INR 75481.67,Investment
Simplilearn bootcamp fee | Ref:b7f3c70f | Amount: INR 3620.71,Investment
Udacity nanodegree fee | Ref:3f158a31 | Amount: INR 45038.4,Investment
Pluralsight renewal | Ref:074e35ba | Amount: INR 15252.12,Investment
GitHub Copilot INR | Ref:4cb0d5e1 | Amount: INR 73733.03,Investment
OpenAI API billing INR card | Ref:e635b51a | Amount: INR 47187.39,Investment
AWS certification voucher | Ref:8aa73384 | Amount: INR 42805.85,Investment
Azure exam fee | Ref:3e4e54cf | Amount: INR 47795.92,Investment
GCP skill boost | Ref:c5930d2f | Amount: INR 97844.87,Investment
DigitalOcean droplet INR | Ref:a79ac489 | Amount: INR 20655.46,Investment
Render.com hobby plan | Ref:dceba1c4 | Amount: INR 14901.8,Investment
Vercel pro plan INR | Ref:a5a9e364 | Amount: INR 73983.66,Investment
Notion team plan INR | Ref:60aceeef | Amount: INR 83458.43,Investment
Slack paid plan INR | Ref:3f0bf118 | Amount: INR 54406.04,Investment
Zoom webinar license | Ref:488dfa17 | Amount: INR 5388.55,Investment
Google Workspace renewal | Ref:f04f6f6d | Amount: INR 10793.05,Investment
Microsoft 365 family renewal | Ref:d9a6a5bd | Amount: INR 73998.93,Investment
Apple iCloud+ India | Ref:85babe27 | Amount: INR 71393.76,Investment
Dropbox plus renewal | Ref:2cb7cdfa | Amount: INR 63705.57,Investment
Adobe Creative Cloud India | Ref:5d10af8a | Amount: INR 33720.45,Investment
Canva Pro team India | Ref:416becef | Amount: INR 27732.63,Investment
Figma professional INR | Ref:90f1ea06 | Amount: INR 9686.14,Investment
Miro team plan INR | Ref:f43b7d7e | Amount: INR 35678.82,Investment
Loom business INR | Ref:ea641295 | Amount: INR 7754.0,Investment
Calendly pro INR | Ref:c825db6e | Amount: INR 80674.74,Investment
Grammarly premium INR | Ref:fcd6f390 | Amount: INR 20313.13,Investment
Surfshark VPN INR | Ref:2b22dc95 | Amount: INR 97864.79,Investment
NordVPN INR | Ref:3fa0435c | Amount: INR 33179.81,Investment
ExpressVPN INR | Ref:fcaae7fa | Amount: INR 75183.25,Investment
1Password family INR | Ref:5f28fbc5 | Amount: INR 88468.02,Investment
Bitwarden premium INR | Ref:abbc9834 | Amount: INR 44416.14,Investment
LastPass premium INR | Ref:ec960e2a | Amount: INR 34194.28,Investment
Password manager not invest joke | Ref:3d49eebf | Amount: INR 34568.1,Investment
